Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,processed_description,exercise_type,muscle_group,equipment,difficulty,key_fitness_terms
2500,One-Arm Kettlebell Split Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,,,Strength,Shoulders,Kettlebells,Beginner,[]
2501,One-Arm Kettlebell Para Press,,Strength,Shoulders,Kettlebells,Beginner,0.0,,,Strength,Shoulders,Kettlebells,Beginner,[]
2502,One-Arm Kettlebell Split Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,,,Strength,Shoulders,Kettlebells,Beginner,[]
2503,One-Arm Kettlebell Military Press To The Side,,Strength,Shoulders,Kettlebells,Beginner,0.0,,,Strength,Shoulders,Kettlebells,Beginner,[]
2504,One-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,,,Strength,Shoulders,Kettlebells,Beginner,[]
2505,Double Kettlebell Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,,,Strength,Shoulders,Kettlebells,Beginner,[]
2506,Two-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,,,Strength,Shoulders,Kettlebells,Beginner,[]
2507,FYR Kettlebell Power Clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Shoulders,Kettlebells,Intermediate,,,kettlebell power clean explosive kettlebell exercise lifter pulls weight shoulder level slight swing legs often used drill teach kettlebell clean technique also valuable power exercise right performed low rep ranges strength higher rep ranges technique practice muscle growth,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'power', 'explosive', 'kettlebell', 'exercise', 'weight', 'shoulder', 'legs', 'used', 'kettlebell', 'power', 'exercise', 'performed', 'low', 'rep', 'ranges', 'strength', 'higher', 'rep', 'ranges', 'muscle']"
2508,Kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",Strength,Shoulders,Kettlebells,Intermediate,,,kettlebell upright row exercise targeting muscles traps trapezius well posterior muscles shoulders deltoid muscles common light moderate weight accessory movement upper body shoulder training usually rep ranges 8 12 may appropriate people depending shoulder health,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'row', 'exercise', 'targeting', 'muscles', 'muscles', 'shoulders', 'muscles', 'moderate', 'weight', 'movement', 'upper', 'body', 'shoulder', 'training', 'rep', 'ranges', 'shoulder']"
2509,Kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Strength,Shoulders,Kettlebells,Intermediate,,,kettlebell upright row press combination two popular kettlebell movements single sequence combination performed time reps often circuit style training conditioning fat loss kettlebell complex flow,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'row', 'press', 'popular', 'kettlebell', 'single', 'performed', 'time', 'reps', 'circuit', 'training', 'conditioning', 'fat', 'loss', 'kettlebell']"
2510,Single-arm kettlebell thruster,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,,single arm kettlebell thruster popular kettlebell movement combines kettlebell front squat kettlebell press preceded clean start set perform clean rep choose trained traditional strength muscle building rep ranges circuit fat loss training part kettlebell combination complex,Strength,Shoulders,Kettlebells,Intermediate,"['single', 'arm', 'kettlebell', 'popular', 'kettlebell', 'movement', 'kettlebell', 'front', 'squat', 'kettlebell', 'press', 'set', 'rep', 'traditional', 'strength', 'muscle', 'building', 'rep', 'ranges', 'circuit', 'fat', 'loss', 'training', 'part', 'kettlebell']"
2511,Double-kettlebell shoulder press,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",Strength,Shoulders,Kettlebells,Intermediate,,,double kettlebell shoulder press popular movement strength muscle focused kettlebell workouts set started cleaning weights rack position weights optionally cleaned rep known clean press double press trained traditional strength muscle growth rep ranges e g 5x5 8 12 reps per set circuit style fat loss training kettlebell complexes,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'shoulder', 'press', 'popular', 'movement', 'strength', 'muscle', 'focused', 'kettlebell', 'workouts', 'set', 'position', 'rep', 'press', 'press', 'traditional', 'strength', 'muscle', 'rep', 'ranges', 'reps', 'set', 'circuit', 'fat', 'loss', 'training', 'kettlebell']"
2512,Double-kettlebell push-press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,,double kettlebell push press popular kettlebell movement involves performing press help muscles lower body preceded double clean start set optionally perform clean rep trained traditional strength muscle building rep ranges circuit fat loss training part larger kettlebell combination complex,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'push', 'press', 'popular', 'kettlebell', 'movement', 'involves', 'press', 'muscles', 'lower', 'body', 'set', 'rep', 'traditional', 'strength', 'muscle', 'building', 'rep', 'ranges', 'circuit', 'fat', 'loss', 'training', 'part', 'kettlebell']"
2513,HM Kettlebell Windmill,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2514,HM Kettlebell Z-Press,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2515,Taylor Half-Kneeling Kettlebell Halo,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2516,Taylor Towel Kettlebell Farmer's Walk,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2517,FYR2 Double-Kettlebell Alternating Press,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2518,FYR2 Double-Kettlebell Thruster,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2519,FYR2 Half-Kneeling Kettlebell Clean,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2520,FYR2 Kettlebell Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2521,FYR2 Kettlebell High Pull to Overhead Press,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2522,FYR2 Kettlebell Swing Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2523,FYR2 Single-Arm Kettlebell Press,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2524,FYR2 Ascending-Rep High-Pull-Press Complex,,Strength,Shoulders,Kettlebells,Intermediate,,,,Strength,Shoulders,Kettlebells,Intermediate,[]
2525,Dumbbell front raise to lateral raise,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Dumbbell,Intermediate,9.5,Average,dumbbell front raise lateral raise dumbbell complex combines two exercises build strengthen middle deltoids anterior deltoids shoulders usually performed one rep movement time although could perform reps increase reps successive rounds e g 1 rep round 1 2 reps round 2 etc matter perform targets anterior medial deltoids making great time efficient shoulder burnout accessory movement upper body day,Strength,Shoulders,Dumbbell,Intermediate,"['dumbbell', 'front', 'raise', 'raise', 'dumbbell', 'build', 'shoulders', 'performed', 'rep', 'movement', 'time', 'reps', 'reps', 'rep', 'reps', 'targets', 'time', 'shoulder', 'movement', 'upper', 'body']"
